0.0,-0.05269372,-0.0
-0.003833378,-0.051816158,0.057500668
-0.007603132,-0.050954558,0.17154765
-0.011310592,-0.050108653,0.34120652
-0.014957058,-0.049278166,0.5655624
-0.018543813,-0.04846285,0.84371966
-0.022072118,-0.047662444,1.1748013
-0.025543211,-0.04687671,1.5579495
-0.028958304,-0.04610538,1.9923244
-0.032318592,-0.045348216,2.4771032
-0.035625253,-0.04460498,3.011482
-0.03887942,-0.043875434,3.5371726
-0.042082243,-0.04315933,4.0543594
-0.04523481,-0.042456448,4.5632224
-0.048338223,-0.041766558,5.0639396
-0.05139353,-0.041089423,5.5566854
-0.054401804,-0.04042484,6.0416307
-0.057364035,-0.039772574,6.5189433
-0.060281258,-0.039132424,6.9887877
-0.06315443,-0.038504165,7.451325
-0.06598453,-0.03788759,7.906714
-0.06877251,-0.0372825,8.355111
-0.07151928,-0.036688685,8.796666
-0.07407924,-0.032160446,9.229333
-0.07659086,-0.02771834,9.653122
-0.07905543,-0.023360552,10.068051
-0.08147426,-0.01908533,10.474138
-0.08384859,-0.0148908915,10.871407
-0.08617973,-0.010775489,11.259883
-0.08846893,-0.0067373733,11.639601
-0.09071746,-0.0027748367,12.010593
-0.09292654,0.0011138201,12.372904
-0.09509742,0.0049302974,12.726576
-0.09723132,0.008676279,13.073857
-0.09932947,0.0123534165,13.414937
-0.09747486,0.01596983,13.691228
-0.09565193,0.019514233,13.903893
-0.09386012,0.022987906,14.054067
-0.09209897,0.026392082,14.142856
-0.09036803,0.029727986,14.171342
-0.08866679,0.03299684,14.140583
-0.086994804,0.036199853,14.051607
-0.08535161,0.039338183,13.905419
-0.083736755,0.042413007,13.703
-0.082149856,0.045425486,13.445306
-0.08059044,0.048376743,13.192039
-0.0790581,0.05126792,12.943132
-0.077552445,0.054100107,12.698517
-0.07221797,0.056833036,12.400303
-0.06699119,0.059501998,12.049649
-0.061870303,0.0621081,11.647703
-0.056853514,0.06465241,11.195582
-0.051939115,0.06713601,10.694396
-0.047125373,0.069559954,10.145224
-0.042563524,0.068344094,9.55143
-0.038087215,0.06714999,8.913881
-0.03369482,0.06597734,8.233432
-0.029384704,0.06482584,7.5109158
-0.025155263,0.063695155,6.804975
-0.021004915,0.062585,6.115181
-0.016932087,0.06149509,5.441108
-0.012935221,0.06042513,4.782334
-0.009012759,0.059374828,4.138438
-0.005163197,0.058343906,3.5090058
-0.0013849974,0.057332087,2.8913276
0.0023233374,0.0563391,2.2851691
0.0059632976,0.055364676,1.6902976
0.009536366,0.05440855,1.1064816
0.013044008,0.05347045,0.5334925
0.016487665,0.052550133,-0.028896248
0.019868795,0.051647328,-0.58090943
0.023188818,0.050761778,-1.12277
0.026449148,0.04989324,-1.6546986
0.029651185,0.049041454,-2.1769145
0.032796316,0.048206173,-2.689634
0.035885915,0.04738715,-3.1930728
0.038921334,0.04658414,-3.6874433
0.04190391,0.045796886,-4.1729555
0.04483497,0.045025144,-4.649821
0.047715828,0.04426867,-5.1182437
0.05054776,0.043527227,-5.5784283
0.05333204,0.042800564,-6.030576
0.05606991,0.04208843,-6.474888
0.05876261,0.041390594,-6.911559
0.061411336,0.0407068,-7.340784
0.06401728,0.040036812,-7.7627544
0.06658159,0.039380386,-8.177658
0.06910542,0.038737275,-8.58568
0.07158986,0.038107235,-8.987005
0.07039669,0.037472118,-9.327217
0.06922342,0.036847584,-9.607352
0.0680697,0.03623346,-9.828417
0.0669352,0.035629567,-9.991397
0.06581961,0.035035737,-10.097251
0.06472262,0.03445181,-10.146922
0.06364391,0.03387761,-10.141319
0.06258318,0.033312988,-10.081344
0.061540127,0.03275777,-9.967865
0.060514458,0.032211807,-9.801734
0.059505884,0.031674944,-9.638371
0.05851412,0.031147027,-9.477732
0.057538882,0.03062791,-9.31977
0.0565799,0.030117445,-9.16444
0.055636898,0.029615488,-9.0117
0.054709617,0.029121896,-8.8615055
0.053797793,0.028636532,-8.713812
0.05290116,0.028159255,-8.568583
0.052019477,0.027689934,-8.425773
0.051152483,0.027228436,-8.285343
0.050299942,0.026774626,-8.147254
0.04946161,0.026328383,-8.011466
0.04863725,0.025889577,-7.877941
0.04782663,0.025458084,-7.7466426
0.047029518,0.025033781,-7.617532
0.046245694,0.02461655,-7.490573
0.04547493,0.024206277,-7.3657303
0.044717018,0.023802841,-7.2429686
0.04397173,0.023406127,-7.122252
0.04323887,0.023016028,-7.003547
0.042518217,0.022632428,-6.8868217
0.04180958,0.022255221,-6.7720413
0.04111276,0.021884302,-6.659174
0.040427547,0.021519566,-6.548188
0.03975375,0.021160904,-6.439051
0.03909119,0.020808224,-6.3317337
0.038439672,0.02046142,-6.226205
0.03779901,0.0201204,-6.122435
0.037169028,0.019785058,-6.020395
0.036549542,0.019455306,-5.9200544
0.035940383,0.019131053,-5.8213863
0.035387475,0.01528064,-5.725055
0.03484381,0.011481269,-5.631021
0.034309223,0.007732089,-5.539246
0.03378357,0.0040322463,-5.4496937
0.0332667,3.8090945E-4,-5.3623257
0.032758463,-0.0032227437,-5.277108
0.03225871,-0.0067795157,-5.194004
0.03176731,-0.010290197,-5.112978
0.03128411,-0.01375556,-5.033996
0.030808982,-0.01717637,-4.9570255
0.030341784,-0.020553378,-4.8813396
0.02988239,-0.023887327,-4.806918
0.029430663,-0.027178923,-4.7337403
0.028986474,-0.03042889,-4.6617837
0.028549701,-0.033637933,-4.591029
0.024379868,-0.03680673,-4.46535
0.020268383,-0.039934643,-4.285495
0.016213862,-0.04302275,-4.052193
0.012214955,-0.046072084,-3.7661557
0.008270361,-0.04908363,-3.4280763
0.004378823,-0.052058324,-3.038632
5.391248E-4,-0.054997094,-2.598483
-0.00324991,-0.057900827,-2.1082747
-0.006989421,-0.060770378,-1.5686363
-0.01068051,-0.06360654,-0.9801831
-0.010522481,-0.0664068,-0.4566478
-0.01036709,-0.06917371,0.0028842967
-0.010214287,-0.071907856,0.39930654
-0.010064031,-0.07460973,0.7334913
-0.00991628,-0.077279896,1.0062909
-0.009770993,-0.079918884,1.2185382
-0.009628128,-0.08252721,1.3710471
-0.009487644,-0.08510542,1.4646131
-0.009349501,-0.08765395,1.5000142
-0.009213661,-0.09017334,1.4780114
-0.009060101,-0.08867045,1.4560757
-0.008909098,-0.08719261,1.4342058
-0.008760614,-0.0857394,1.4124007
-0.008614603,-0.084310405,1.3906593
-0.008471027,-0.082905225,1.3689805
-0.008329843,-0.081523485,1.3473632
-0.008191013,-0.08016475,1.3258066
-0.008054496,-0.07882868,1.3043094
-0.007920254,-0.077514865,1.2828707
-0.0077882498,-0.07622295,1.2614895
-0.0076584457,-0.07495257,1.2404647
-0.0075308043,-0.07370336,1.2197902
-0.011293485,-0.07647441,1.2577833
-0.015007732,-0.07921477,1.3536803
-0.01867457,-0.08192511,1.5067334
-0.022294974,-0.08460604,1.7162102
-0.025869913,-0.08725824,1.9813938
-0.029400317,-0.08988231,2.3015814
-0.0328871,-0.092478864,2.6760843
-0.03633115,-0.09504845,3.1042275
-0.039733328,-0.09759166,3.5853508
